Tiempo,Carga (q),Corriente (i)
0.0,1.0,0.0
0.01001001001001001,0.9998253310011554,-0.0344017761478027
0.02002002002002002,0.9993208193169285,-0.06594229676287573
0.03003003003003003,0.9985139561903081,-0.09484766998832751
0.04004004004004004,0.9974300659692741,-0.12132623281384523
0.050050050050050046,0.9960924591621512,-0.14556980608468273
0.06006006006006006,0.9945226177845805,-0.16775521433290047
0.07007007007007007,0.9927403181230439,-0.18804529243022286
0.08008008008008008,0.9907637695281383,-0.20659002368403098
0.09009009009009009,0.988609742657741,-0.22352759142410258
0.10010010010010009,0.9862936792049717,-0.2389852787670477
0.11011011011011011,0.9838297979598905,-0.25308033831819826
0.12012012012012012,0.9812311904046516,-0.26592077604934505
0.13013013013013014,0.9785099107343926,-0.27760608946836335
0.14014014014014015,0.9756770588396722,-0.288227948074603
0.15015015015015015,0.9727428492349375,-0.297870758573847
0.16016016016016016,0.9697166881409294,-0.30661229695429487
0.17017017017017017,0.9666072331389014,-0.31452419765406203
0.18018018018018017,0.9634224548297027,-0.3216724591682336
0.19019019019019018,0.9601696889027176,-0.32811787101817985
0.20020020020020018,0.9568556865601806,-0.3339164272351799
0.21021021021021022,0.9534866612509131,-0.3391197095818259
0.22022022022022023,0.9500683305858465,-0.3437752312647885
0.23023023023023023,0.9466059556509362,-0.3479267593065481
0.24024024024024024,0.9431043771893207,-0.35161461124538695
0.2502502502502503,0.9395680477657704,-0.35487591889072834
0.2602602602602603,0.9360010635108931,-0.35774488863250586
0.2702702702702703,0.9324071920118753,-0.36025303015268556
0.2802802802802803,0.9287898978270284,-0.3624293656523037
0.2902902902902903,0.925152366894908,-0.3643006300141473
0.3003003003003003,0.9214975277950934,-0.3658914451494708
0.3103103103103103,0.917828073038297,-0.367224494585185
0.3203203203203203,0.9141464765326937,-0.3683206666965916
0.3303303303303303,0.9104550121272327,-0.36919920677116674
0.34034034034034033,0.9067557681151069,-0.36987783594620277
0.35035035035035034,0.9030506630646692,-0.37037288103127997
0.36036036036036034,0.8993414580939774,-0.37069937516899354
0.37037037037037035,0.8956297703794751,-0.3708711686153527
0.38038038038038036,0.8919170835642021,-0.3709010140967617
0.39039039039039036,0.8882047591296535,-0.370800660068722
0.40040040040040037,0.8844940453540157,-0.37058092418315897
0.41041041041041043,0.8807860864972182,-0.37025176861555015
0.42042042042042044,0.8770819313995389,-0.36982237058323403
0.43043043043043044,0.8733825410013111,-0.36930118401688716
0.44044044044044045,0.8696887943115483,-0.36869598851330987
0.45045045045045046,0.8660014960620669,-0.3680139521089897
0.46046046046046046,0.8623213819225668,-0.3672616740538558
0.47047047047047047,0.8586491240611689,-0.3664452304176757
0.4804804804804805,0.8549853364558921,-0.3655702176541526
0.4904904904904905,0.8513305791579331,-0.3646417875699133
0.5005005005005005,0.847685362887721,-0.363664685022172
0.5105105105105106,0.8440501526931904,-0.3626432779266568
0.5205205205205206,0.8404253716275648,-0.36158158742550356
0.5305305305305306,0.8368114041226091,-0.3604833155579691
0.5405405405405406,0.833208599060906,-0.35935187046316397
0.5505505505505506,0.8296172726327428,-0.3581903898165664
0.5605605605605606,0.8260377108197374,-0.35700176120581584
0.5705705705705706,0.8224701718949652,-0.355788642641758
0.5805805805805806,0.8189148885813707,-0.3545534802674529
0.5905905905905906,0.8153720700872951,-0.3532985250594783
0.6006006006006006,0.8118419040871281,-0.3520258490792471
0.6106106106106106,0.8083245582807657,-0.3507373582705265
0.6206206206206206,0.8048201820620615,-0.34943480615066713
0.6306306306306306,0.8013289080125959,-0.3481198060694045
0.6406406406406406,0.797850853238811,-0.34679384218324966
0.6506506506506506,0.7943861205177021,-0.34545827886002495
0.6606606606606606,0.7909347995049829,-0.344114370595632
0.6706706706706707,0.787496967975924,-0.3427632721986931
0.6806806806806807,0.7840726924565479,-0.3414060439761678
0.6906906906906907,0.7806620293616208,-0.3400436610745787
0.7007007007007007,0.7772650257990701,-0.3386770200859429
0.7107107107107107,0.7738817201416541,-0.33730694374515163
0.7207207207207207,0.7705121429833852,-0.3359341887822463
0.7307307307307307,0.767156317622083,-0.3345594498889761
0.7407407407407407,0.7638142606187178,-0.33318336431497886
0.7507507507507507,0.7604859825396225,-0.33180651796343397
0.7607607607607607,0.757171488258615,-0.33042944787798406
0.7707707707707707,0.7538707774999536,-0.32905264670441986
0.7807807807807807,0.7505838453332675,-0.32767656675852785
0.7907907907907907,0.7473106823869848,-0.32630162178561245
0.8008008008008007,0.7440512753211742,-0.32492819084713465
0.8108108108108109,0.7408056072922541,-0.32355662214063113
0.8208208208208209,0.7375736580222617,-0.32218723357702495
0.8308308308308309,0.7343554041802808,-0.32082031591756166
0.8408408408408409,0.7311508197341915,-0.3194561356673632
0.8508508508508509,0.7279598760309965,-0.3180949357432779
0.8608608608608609,0.7247825420787136,-0.3167369377945264
0.8708708708708709,0.7216187848402507,-0.3153823446215669
0.8808808808808809,0.7184685692813553,-0.3140313405783456
0.8908908908908909,0.7153318585899419,-0.312684093379797
0.9009009009009009,0.7122086144186562,-0.31134075609984635
0.9109109109109109,0.7090987969189746,-0.31000146745997764
0.9209209209209209,0.7060023649058841,-0.3086663531885128
0.9309309309309309,0.7029192760375989,-0.3073355275031593
0.9409409409409409,0.6998494868555296,-0.30600909344759014
0.950950950950951,0.6967929529085244,-0.30468714391902163
0.960960960960961,0.6937496288916553,-0.30336976281497835
0.970970970970971,0.690719468696997,-0.302057025458489
0.980980980980981,0.6877024254838975,-0.30074899918289677
0.990990990990991,0.6846984518184637,-0.29944574448432176
