Tiempo,Carga (q),Corriente (i)
0.0,0.0,0.0
0.01001001001001001,1.627255050725896e-05,0.0032445139746373358
0.02002002002002002,6.480090348693982e-05,0.006442233959989152
0.03003003003003003,0.00014509056438269881,0.009591571058308877
0.04004004004004004,0.00025665671589627484,0.012691055314021059
0.050050050050050046,0.00039899312448134076,0.015739225356290264
0.06006006006006006,0.0005715793701834498,0.01873465070399357
0.07007007007007007,0.000773880636563249,0.021675934229792117
0.08008008008008008,0.0010053476855153933,0.024561711955576958
0.09009009009009009,0.0012654190676956822,0.027390653166811205
0.10010010010010009,0.0015535171159177636,0.03016146602547959
0.11011011011011011,0.0018690546723151011,0.03287288876236075
0.12012012012012012,0.0022114310970224064,0.03552369526023751
0.13013013013013014,0.0025800338961030817,0.038112696838489564
0.14014014014014015,0.002974238311903951,0.040638740567443626
0.15015015015015015,0.0033934088745146804,0.043100711348300715
0.16016016016016016,0.0038368984932365202,0.04549753069655646
0.17017017017017017,0.004304050458016356,0.04782815912312989
0.18018018018018017,0.004794197352619937,0.05009159487350931
0.19019019019019018,0.0053066610574439305,0.052286873997798605
0.20020020020020018,0.005840753646074002,0.054413071465751216
0.21021021021021022,0.0063957788179955805,0.05646930207967437
0.22022022022022023,0.006971032397779871,0.05845472109712026
0.23023023023023023,0.007565801852864158,0.06036852454847889
0.24024024024024024,0.008179367327299897,0.06220995002585328
0.2502502502502503,0.00881100123786283,0.06397827521621674
0.2602602602602603,0.009459967332503106,0.06567281523760905
0.2702702702702703,0.010125523762284127,0.06729292891032848
0.2802802802802803,0.010806922537807412,0.06883801697911579
0.2902902902902903,0.011503409881722007,0.07030752200725081
0.3003003003003003,0.012214226565162769,0.0717009269980006
0.3103103103103103,0.012938608413550833,0.07301775777632899
0.3203203203203203,0.01367578669558002,0.0742575827770436
0.3303303303303303,0.014424988537389296,0.07542001304126497
0.34034034034034033,0.01518543749475337,0.07650470086821909
0.35035035035035034,0.01595635383091466,0.07751134137949438
0.36036036036036034,0.016736954924180637,0.07843967279936481
0.37037037037037035,0.01752645572693525,0.07928947618408812
0.38038038038038036,0.018324069233881295,0.08006057491003643
0.39039039039039036,0.019129006960282753,0.08075283402397129
0.40040040040040037,0.019940479223442217,0.08136616230582792
0.41041041041041043,0.020757695636502326,0.08190051140450039
0.42042042042042044,0.021579865536472162,0.08235587469699789
0.43043043043043044,0.022406198410753798,0.08273228684616543
0.44044044044044045,0.0232359043126949,0.08302982632848868
0.45045045045045046,0.024068194294301962,0.08324861418632634
0.46046046046046046,0.024902280835487726,0.0833888139500548
0.47047047047047047,0.025737378274781432,0.08345063154841487
0.4804804804804805,0.026572703241542307,0.08343431519199586
0.4904904904904905,0.027407474914246045,0.0833401527504845
0.5005005005005005,0.02824091549628579,0.08316847215595939
0.5105105105105106,0.02907225083836093,0.08291964382981935
0.5205205205205206,0.029900710755604392,0.08259407874731116
0.5305305305305306,0.03072552945724807,0.08219222804446277
0.5405405405405406,0.03154594597718639,0.0817145825896024
0.5505505505505506,0.0323612045981244,0.08116167255323893
0.5605605605605606,0.03317055463608683,0.08053406990055867
0.5705705705705706,0.03397325119332754,0.07983238638053801
0.5805805805805806,0.0347685559062955,0.0790572715066193
0.5905905905905906,0.0355557370817269,0.07820941333178245
0.6006006006006006,0.03633407007901212,0.07728953805504198
0.6106106106106106,0.03710283770051839,0.07629840952227546
0.6206206206206206,0.037861330680597834,0.0752368278877513
0.6306306306306306,0.038608847942886174,0.07410563010790425
0.6406406406406406,0.03934469698758539,0.07290568934273173
0.6506506506506506,0.04006819428586319,0.0716379142583048
0.6606606606606606,0.040778665652957784,0.07030324846012935
0.6706706706706707,0.04147544649755392,0.0689026702127851
0.6806806806806807,0.04215788185270905,0.067437192686739
0.6906906906906907,0.04282532725960804,0.06590786200784111
0.7007007007007007,0.043477148928826884,0.06431575711587963
0.7107107107107107,0.04411272404971486,0.06266198921804834
0.7207207207207207,0.044731441118281486,0.06094770116696139
0.7307307307307307,0.045332700169159086,0.05917406679149387
0.7407407407407407,0.04591591306519163,0.05734229023106484
0.7507507507507507,0.04648050394998845,0.055453605308086906
0.7607607607607607,0.04702590947819081,0.053509274811586974
0.7707707707707707,0.04755157911005429,0.051510589786474735
0.7807807807807807,0.048056975396721435,0.04945886881574263
0.7907907907907907,0.04854157410427475,0.04735545764724926
0.8008008008008007,0.049004864603116385,0.04520172817554838
0.8108108108108109,0.0494463501816355,0.04299907756993421
0.8208208208208209,0.04986554825545203,0.04074892761530979
0.8308308308308309,0.050261990618558766,0.038452723926428796
0.8408408408408409,0.05063522366360698,0.03611193519660327
0.8508508508508509,0.05098480844879952,0.03372805272707784
0.8608608608608609,0.051310321130636556,0.03130258919380026
0.8708708708708709,0.05161135314307058,0.028837077896177055
